abc,country,target_groups,contracts,name,street,city,postal_code,phone,fax,web,email,services,latitude,longitude,garage_id,sources
abc,FR,IAM Autocenter,Roady,Centre Roady Les Sables d'Olonne,65 rue des Plesses,Les Sables d Olonne,85180,0249886481,,https://www.roady.fr/les-sables-d-olonne.html,,Carrying / Hitching | Gearbox | Air conditioning | Start / Battery | Electronic diagnostics | Direction / Suspension | Distribution | Exhaust | Lighting | Eco-cleaning | Engine parts | Clutch | Drain maintenance | Equipment / Accessories | Braking | Pneumatic | Pre-technical inspection | Roady Review | Sound / Multimedia | Windshield / Impact Repair | Puncture insurance | Registration card | Funding | Tire storage | Vehicle loan | Roady Assistance | Electric hybrid ,46.494866,-1.750334,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Issoire,Rte de Perrier,Issoire,63500,0481689749,,https://www.roady.fr/issoire.html,,Carrying / Hitching | Gearbox | Air conditioning | Start / Battery | Electronic diagnostics | Direction / Suspension | Distribution | Exhaust | Lighting | Engine parts | Clutch | Drain maintenance | Equipment / Accessories | Braking | Pneumatic | Pre-technical inspection | Roady Review | Sound / Multimedia | Windshield / Impact Repair | Vehicle loan | Gas bottles | Roady Assistance | Funding | Hybrid electric ,45.543806,3.231617,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Le Cendre,Rue Jean Mermoz,Le Cendre,63670,0481689896,,https://www.roady.fr/le-cendre.html,,Carrying / Hitching | Gearbox | Air conditioning | Start / Battery | Electronic diagnostics | Direction / Suspension | Distribution | Exhaust | Lighting | Engine parts | Clutch | Drain maintenance | Equipment / Accessories | Braking | Pneumatic | Technical pre-inspection | Roady Review | Sound / Multimedia | Registration card | Funding | Vehicle loan | Roady Assistance | Puncture insurance | Electric hybrid ,45.728184,3.187215,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Riom,Route de Riom,Riom,63200,0481689897,,https://www.roady.fr/riom.html,,Carrying / Hitching | Gearbox | Air conditioning | Start / Battery | Electronic diagnostics | Direction / Suspension | Distribution | Exhaust | Lighting | Engine parts | Clutch | Drain maintenance | Equipment / Accessories | Braking | Pneumatic | Pre-technical inspection | Roady Review | Sound / Multimedia | Windshield / Impact Repair | Funding | Short term vehicle rental | Vehicle loan | Roady Assistance | Tire storage | Puncture insurance | Registration card | Lavage | Eco-cleaning | Hybrid electric ,45.878118,3.118301,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Commentry,La Brande Malicorne,Commentry,03600,0481689899,,https://www.roady.fr/commentry.html,,Carrying / Hitching | Start / Battery | Direction / Suspension | Distribution | Exhaust | Engine parts | Drainage maintenance | Equipment / Accessories | Braking | Pneumatic | Roady Review | Sound / Multimedia | Roady Assistance | Lighting | Clutch | Pre-technical inspection | Electronic diagnostics | Gas bottles | Gearbox ,46.30033,2.737338,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Pezenas,100 Route de Tourbes,Pezenas,34120,0481689878,,https://www.roady.fr/pezenas.html,,Carrying / Hitching | Gearbox | Air conditioning | Start / Battery | Electronic diagnostics | Direction / Suspension | Distribution | Exhaust | Lighting | Engine parts | Clutch | Drain maintenance | Equipment / Accessories | Braking | Hybrid electric | Pneumatic | Technical pre-inspection | Roady Review | Sound / Multimedia | Windshield / Impact Repair | Puncture insurance | Registration card | Funding | Tire storage | Vehicle loan | Lavage | Gas bottles | Roady Assistance | Equipment rental ,43.45443,3.406969,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Gannat,12 Avenue des Portes Occitanes,Gannat,03800,0481689898,,https://www.roady.fr/gannat.html,,Carrying / Hitching | Gearbox | Air conditioning | Start / Battery | Electronic diagnostics | Direction / Suspension | Distribution | Exhaust | Lighting | Engine parts | Clutch | Drain maintenance | Equipment / Accessories | Braking | Pneumatic | Technical pre-inspection | Roady Review | Sound / Multimedia | Windshield / Impact Repair | Registration card | Funding | Short term vehicle rental | Vehicle loan | Lavage | Gas bottles | Roady Assistance | Equipment rental | Puncture insurance | Hybrid electric ,46.079378,3.200669,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Agde,Boulevard René Cassin,Agde,34300,0481689880,,https://www.roady.fr/agde.html,,Carrying / Hitching | Start / Battery | Direction / Suspension | Distribution | Exhaust | Engine parts | Drain maintenance | Equipment / Accessories | Braking | Pneumatic | Roady Review | Sound / Multimedia | Registration card | Roady Assistance | Equipment rental | Short term vehicle rental | Gas bottles | Gearbox | Pre-technical inspection | Windshield / Impact Repair | Funding | Lavage | Hybrid electric | Air conditioning | Puncture insurance | Clutch | Electronic diagnostics | Vehicle loan ,43.306021,3.491212,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Cabestany,7 Rue James Watt,Cabestany,66330,0481689741,,https://www.roady.fr/cabestany.html,,Carrying / Hitching | Gearbox | Air conditioning | Start / Battery | Electronic diagnostics | Direction / Suspension | Distribution | Exhaust | Lighting | Eco-cleaning | Engine parts | Clutch | Drain maintenance | Equipment / Accessories | Braking | Pneumatic | Pre-technical inspection | Roady Review | Sound / Multimedia | Puncture insurance | Funding | Tire storage | Vehicle loan | Roady Assistance | Equipment rental | Windshield / Impact Repair | Hybrid electric ,42.686911,2.922237,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Chadrac,Avenue des Champs Elysées,Chadrac,43770,0481689888,,https://www.roady.fr/chadrac.html,,Carrying / Hitching | Gearbox | Air conditioning | Start / Battery | Electronic diagnostics | Direction / Suspension | Distribution | Exhaust | Lighting | Eco-cleaning | Engine parts | Clutch | Drain maintenance | Equipment / Accessories | Braking | Hybrid electric | Pneumatic | Pre-technical inspection | Roady Review | Sound / Multimedia | Windshield / Impact Repair | Puncture insurance | Registration card | Funding | Vehicle loan | Roady Assistance ,45.052825,3.899079,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Orval,Route de Lignières,Orval,18200,0249886620,,https://www.roady.fr/orval.html,,Carrying / Hitching | Start / Battery | Direction / Suspension | Distribution | Exhaust | Engine parts | Drain maintenance | Equipment / Accessories | Braking | Pneumatic | Roady Review | Sound / Multimedia | Roady Assistance | Electronic diagnostics | Air conditioning | Clutch | Gearbox | Puncture insurance | Funding | Windshield / Impact Repair | Pre-technical inspection | Vehicle loan | Lighting ,46.723105,2.461836,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Juvignac - Montpellier Ouest,Route de Lodève,Juvignac,34990,0481689877,,https://www.roady.fr/juvignac-montpellier-ouest.html,,Carrying / Hitching | Start / Battery | Direction / Suspension | Distribution | Exhaust | Engine parts | Drainage maintenance | Equipment / Accessories | Braking | Pneumatic | Roady Review | Sound / Multimedia | Registration card | Roady Assistance | Funding | Air conditioning | Vehicle loan | Windshield / Impact Repair | Hybrid electric | Equipment rental | Clutch | Short term vehicle rental | Lighting | Puncture insurance | Pre-technical inspection | Electronic diagnostics ,43.613524,3.809491,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Saumur,Boulevard des Demoiselles,Saumur,49400,0249886612,,https://www.roady.fr/saumur.html,,Carrying / Hitching | Gearbox | Air conditioning | Start / Battery | Electronic diagnostics | Direction / Suspension | Distribution | Exhaust | Lighting | Eco-cleaning | Engine parts | Clutch | Drain maintenance | Equipment / Accessories | Braking | Hybrid electric | Pneumatic | Pre-technical inspection | Roady Review | Sound / Multimedia | Windshield / Impact Repair | Puncture insurance | Registration card | Funding | Tire guarding | Vehicle loan | Lavage | Roady Assistance ,47.276535,-0.061104,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Jacou,La Plaine Espace Bocaud,Jacou,34830,0481689873,,https://www.roady.fr/jacou.html,,Carrying / Hitching | Start / Battery | Direction / Suspension | Distribution | Exhaust | Engine parts | Drain maintenance | Equipment / Accessories | Braking | Pneumatic | Roady Review | Sound / Multimedia | Gray card | Roady Assistance | Pre-technical inspection | Short term vehicle rental | Lavage | Windshield / Impact Repair | Electronic diagnostics | Vehicle loan | Gearbox | Puncture insurance | Lighting | Clutch | Air conditioning ,43.659978,3.905983,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Alès,82 Avenue d Alsace,Alès,30100,0466566031,,https://www.roady.fr/ales.html,,Carrying / Hitching | Gearbox | Air conditioning | Start / Battery | Electronic diagnostics | Direction / Suspension | Distribution | Exhaust | Lighting | Eco-cleaning | Engine parts | Clutch | Drain maintenance | Equipment / Accessories | Braking | Pneumatic | Pre-technical inspection | Roady Review | Sound / Multimedia | Puncture insurance | Funding | Roady Assistance | Equipment rental | Hybrid electric ,44.138821,4.088279,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Argelès sur Mer,61 chemin de palau,Argelès sur Mer,66700,0481689740,,https://www.roady.fr/argeles-sur-mer.html,,Carrying / Hitching | Gearbox | Air conditioning | Start / Battery | Electronic diagnostics | Direction / Suspension | Distribution | Exhaust | Lighting | Eco-cleaning | Engine parts | Clutch | Drain maintenance | Equipment / Accessories | Braking | Pneumatic | Technical pre-inspection | Roady Review | Sound / Multimedia | Puncture insurance | Funding | Tire storage | Vehicle loan | Roady Assistance | Equipment rental | Short term vehicle rental | Windshield / Impact Repair | Registration card | Hybrid electric ,42.557905,3.008237,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Lunel,C.Cial des portes de la mer,Lunel,34400,0481689751,,https://www.roady.fr/lunel.html,,Carrying / Hitching | Start / Battery | Direction / Suspension | Distribution | Exhaust | Engine parts | Drainage maintenance | Equipment / Accessories | Braking | Pneumatic | Roady Review | Sound / Multimedia | Registration card | Short term vehicle rental | Roady Assistance | Air conditioning | Gearbox | Pre-technical inspection | Puncture insurance | Windshield / Impact Repair | Clutch | Hybrid electric | Electronic diagnostics | Funding | Lighting ,43.683857,4.152001,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Aubenas,14 rue de la bouche rouge,Aubenas,07200,0481689748,,https://www.roady.fr/aubenas.html,,Carrying / Hitching | Air conditioning | Start / Battery | Electronic diagnostics | Direction / Suspension | Distribution | Exhaust | Lighting | Eco-cleaning | Engine parts | Clutch | Drain maintenance | Equipment / Accessories | Braking | Hybrid electric | Pneumatic | Pre-technical inspection | Roady Review | Sound / Multimedia | Windshield / Impact Repair | Puncture insurance | Funding | Vehicle loan | Roady Assistance | Registration card | Tire storage ,44.616935,4.405807,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Pornic,ZAC de la Gentellerie Rte de Nantes,Pornic,44210,0249886621,,https://www.roady.fr/pornic.html,,Carrying / Hitching | Air conditioning | Start / Battery | Electronic diagnostics | Direction / Suspension | Distribution | Exhaust | Lighting | Eco-cleaning | Engine parts | Clutch | Drain maintenance | Equipment / Accessories | Braking | Pneumatic | Pre-technical inspection | Roady Review | Sound / Multimedia | Funding | Roady Assistance ,47.11055,-2.070842,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Bonson,Avenue de la Mairie,Bonson,42160,0481689739,,https://www.roady.fr/bonson.html,,Carrying / Hitching | Gearbox | Air conditioning | Start / Battery | Electronic diagnostics | Direction / Suspension | Distribution | Exhaust | Lighting | Engine parts | Clutch | Drain maintenance | Equipment / Accessories | Braking | Pneumatic | Roady Review | Sound / Multimedia | Windshield / Impact Repair | Puncture insurance | Funding | Tire storage | Vehicle loan | Roady Assistance ,45.526667,4.231228,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Le Lude,Rue de la Garenne - Parking Intermarché,Le Lude,72800,0249886486,,https://www.roady.fr/le-lude.html,,Carrying / Hitching | Start / Battery | Direction / Suspension | Distribution | Exhaust | Engine parts | Drain maintenance | Equipment / Accessories | Braking | Pneumatic | Roady Review | Sound / Multimedia | Roady Assistance | Electric hybrid | Air conditioning | Funding | Gray card | Lighting | Pre-technical inspection | Electronic diagnostics | Gearbox | Vehicle loan | Clutch ,47.64028,0.151588,,https://www.roady.fr/
abc,FR,IAM Autocenter,Roady,Centre Roady Perreux,ZA Les Plaines,Perreux,42120,0481689889,,https://www.roady.fr/perreux.html,,Carrying / Hitching | Gearbox | Air conditioning | Start / Battery | Electronic diagnostics | Direction / Suspension | Distribution | Exhaust | Lighting | Eco-cleaning | Engine parts | Clutch | Drain maintenance | Equipment / Accessories | Braking | Hybrid electric | Pneumatic | Pre-technical inspection | Roady Review | Sound / Multimedia | Windshield / Impact Repair | Puncture insurance | Registration card | Funding | Tire storage | Vehicle loan | Gas bottles | Roady Assistance | Equipment rental ,46.028854,4.095897,,https://www.roady.fr/
