abc,country,target_groups,contracts,name,street,city,postal_code,phone,fax,web,email,services,latitude,longitude,garage_id,sources
abc,SE,IAM Garage marketing system,CaryGroup,Fagersta,Kristiansbergsvägen 1,Fagersta,73730,0223-15835,,https://rydsbilglas.se//hitta-verkstad/fagersta/,fagersta@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,59.998316,15.815003,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Falkenberg,Kanslistvägen 4,Falkenberg,31139,0771-411411,,https://rydsbilglas.se//hitta-verkstad/falkenberg/,falkenberg@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,56.9165922,12.4989391,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Falköping,Verkstadsgatan 8,Falköping,52141,0771-411411,,https://rydsbilglas.se//hitta-verkstad/falkoping/,falkoping@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,58.16241,13.56976,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Falun, Ingarvet",Matsarvsvägen 8,Falun,79177,0771-411411,,https://rydsbilglas.se//hitta-verkstad/falun/falun-ingarvet/,falun.ingarvet@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,60.60726,15.59368,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Falun, Regementet",Plutonsvägen 1,Falun,79140,0771-411411,,https://rydsbilglas.se//hitta-verkstad/falun/falun-regementet/,falun.regementet@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,60.6062053,15.6564519,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Finspång,Hårtorpsvägen 31,Finspång,61245,0771-411411,,https://rydsbilglas.se//hitta-verkstad/finspang/,finspang@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,58.70360,15.82030,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Gotland,Verkstadsgatan 7E,Visby,62141,0771-411411,,https://rydsbilglas.se//hitta-verkstad/gotland/,gotland@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,57.6448626,18.3210399,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Gällivare,Borrvägen 5,Gällivare,98238,771411411,,https://rydsbilglas.se//hitta-verkstad/gallivare/,gallivare@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,67.1510897,20.6208602,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Gävle, Brynäs",Södra Skeppsbron 19,Gävle,80284,0771-411411,,https://rydsbilglas.se//hitta-verkstad/gavle/gavle-brynas/,gavle@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,60.6782,17.1684,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Gävle, Hemlingby",Ingenjörsgatan 20,Gävle,80293,0771-411411,,https://rydsbilglas.se//hitta-verkstad/gavle/gavle-hemlingby/,gavle.hemlingby@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,60.6459,17.1495,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Göteborg, Bäckebol",Transportgatan 4,HisingsBacka,42246,0771-411411,,https://rydsbilglas.se//hitta-verkstad/goteborg/goteborg-backebol/,gbg.backebol@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade | Solfilm | Lantern polishing,57.77041,11.99741,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Göteborg, Högsbo",Victor Hasselblads gata 2,Frölunda,42131,0771-411411,,https://rydsbilglas.se//hitta-verkstad/goteborg/goteborg-hogsbo/,gbg.hogsbo@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,57.65866,11.93974,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Göteborg, Landvetter",Ullbergsvägen 2,Landvetter,43834,0771-411411,,https://rydsbilglas.se//hitta-verkstad/goteborg/goteborg-landvetter/,landvetter@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,57.6853566,12.2256557,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Göteborg, Mölndal",Södra Ågatan 8,Mölndal,43135,0771-411411,,https://rydsbilglas.se//hitta-verkstad/goteborg/goteborg-molndal/,gbg.molndal@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,57.6601,12.0154,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Göteborg, Partille",Järnringen 50,Partille,43330,0771-411411,,https://rydsbilglas.se//hitta-verkstad/goteborg/goteborg-partille/,gbg.partille@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade | Lantern polishing,57.7392,12.0828,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Göteborg, Sisjön",Datavägen 43C,Askim,43632,0771-411411,,https://rydsbilglas.se//hitta-verkstad/goteborg/goteborg-sisjon/,gbg.sisjon@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,57.6390239,11.9601922,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Göteborg, Stigscenter",Exportgatan 81A,HisingsBacka,42246,031-581555,,https://rydsbilglas.se//hitta-verkstad/goteborg/goteborg-stigscenter/,gbg.stigscenter@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,57.746023,11.9940492,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Göteborg, Sävedalen",Göteborgsvägen 112,Sävedalen,43363,0771-411411,,https://rydsbilglas.se//hitta-verkstad/goteborg/goteborg-savedalen/,gbg.savedalen@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,57.73388,12.08395,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Göteborg, Vädermotet",Ruskvädersgatan 13,Göteborg,41834,0771-411411,,https://rydsbilglas.se//hitta-verkstad/goteborg/goteborg-vadermotet/,gbg.vadermotet@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,57.707025,11.8787307,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Halmstad, Flygstaden",Svartalundsvägen 3,Halmstad,30235,0771-411411,,https://rydsbilglas.se//hitta-verkstad/halmstad/halmstad-flygstaden/,halmstad.flygstaden@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,56.6768472,12.8236022,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Halmstad, Öst",Gesällgatan 5,Halmstad,30255,0771-411411,,https://rydsbilglas.se//hitta-verkstad/halmstad/halmstad-ost/,halmstad.ost@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,56.6592,12.8951,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Haninge, Albyberg",Albybergsringen 99,Österhaninge,13769,0771-411411,,https://rydsbilglas.se//hitta-verkstad/haninge/haninge-albyberg/,albyberg@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,59.150854,18.157840,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Haninge, Hantverkarvägen",Hantverkarvägen 23 C,Handen,13644,0771-411411,,https://rydsbilglas.se//hitta-verkstad/haninge/haninge-hantverkarvagen/,hantverkarvagen@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,59.17178,18.15108,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Haninge, Vendelsövägen",Vendelsövägen 51,Handen,13644,0771-411411,,https://rydsbilglas.se//hitta-verkstad/haninge/haninge-vendelsovagen/,haninge@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,59.1786,18.1619,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Helsingborg, Norr",Garnisonsgatan 16,Helsingborg,25466,0771-411411,,https://rydsbilglas.se//hitta-verkstad/helsingborg/helsingborg-norr/,helsingborg.norr@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,56.0747,12.7297,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Helsingborg, Söder",Industrigatan 97,Helsingborg,25232,0771-411411,,https://rydsbilglas.se//hitta-verkstad/helsingborg/helsingborg-soder/,helsingborg.soder@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,56.0125,12.7196,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Hudiksvall,Kullbäcksvägen 8,Hudiksvall,82431,0771-411411,,https://rydsbilglas.se//hitta-verkstad/hudiksvall/,hudiksvall@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,61.73386,17.0962289,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Härnösand,Löpargatan 1,Härnösand,87151,0771-411411,,https://rydsbilglas.se//hitta-verkstad/harnosand/,harnosand@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,62.641295,17.914761,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Hässleholm,Helsingsborgsvägen 8,Hässleholm,28149,0771-411411,,https://rydsbilglas.se//hitta-verkstad/hassleholm/,hassleholm@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,56.1573,13.7477,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Jönköping, Ekhagen",Hästhovsvägen 6,Jönköping,55454,0771-411411,,https://rydsbilglas.se//hitta-verkstad/jonkoping/jonkoping-ekhagen/,jonkoping.ekhagen@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,57.78038,14.22561,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Jönköping, Ljungarum",Barnhemsgatan 14,Jönköping,55302,0771-411411,,https://rydsbilglas.se//hitta-verkstad/jonkoping/jonkoping-ljungarum/,jonkoping.ljungarum@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,57.7619216,14.1673953,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Kalmar,Polhemsgatan 20,Kalmar,39239,0771-411411,,https://rydsbilglas.se//hitta-verkstad/kalmar/,kalmar@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,56.67226,16.33033,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Karlshamn,Sölvesborgsvägen 29,Karlshamn,37441,0454-31762,,https://rydsbilglas.se//hitta-verkstad/karlshamn/,karlshamn@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,56.1847703,14.8471243,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Karlskoga,Häsängsvägen 4,Karlskoga,69142,0771-411411,,https://rydsbilglas.se//hitta-verkstad/karlskoga/,karlskoga@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,59.3234377,14.4947904,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Karlskrona,Ronnebyvägen 5,Karlskrona,37145,0771-411411,,https://rydsbilglas.se//hitta-verkstad/karlskrona/,karlskrona@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,56.19771,15.61009,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Karlstad, Hammarö",Bivägen 8,Hammarö,66341,0771-411411,,https://rydsbilglas.se//hitta-verkstad/karlstad/karlstad-hammaro/,karlstad.hammaro@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,59.34535,13.50298,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Karlstad, Våxnäs",Blockgatan 19,Karlstad,65341,0771-411411,,https://rydsbilglas.se//hitta-verkstad/karlstad/karlstad-vaxnas/,karlstad@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,59.38819,13.47353,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Katrineholm,Oppundavägen 62,Katrineholm,64137,0771-411411,,https://rydsbilglas.se//hitta-verkstad/katrineholm/,katrineholm@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,58.987367,16.2073305,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Kinna,Skattegårdsgatan 10,KINNA,51156,771411411,,https://rydsbilglas.se//hitta-verkstad/kinna/,kinna@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,57.4937063,12.6802379,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Kiruna,Industrivägen 32,Kiruna,98138,771411411,,https://rydsbilglas.se//hitta-verkstad/kiruna/,kiruna@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,67.8473133,20.2789225,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Kristianstad,Fäladsgatan 1,Kristianstad,29159,0771-411411,,https://rydsbilglas.se//hitta-verkstad/kristianstad/,kristianstad.vilan@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,56.0233,14.1445,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Kungsbacka,Kabelgatan 2,Kungsbacka,43437,0771-411411,,https://rydsbilglas.se//hitta-verkstad/kungsbacka/,kungsbacka@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,57.5054,12068,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Kungälv,Teknikergatan 6,Kungälv,44234,0771-411411,,https://rydsbilglas.se//hitta-verkstad/kungalv/,kungalv@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,57.8802,11.9806,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Köping,Järnvägsgatan 4,Köping,73130,0771-411411,,https://rydsbilglas.se//hitta-verkstad/koping/,koping@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,59.5087,15.9983,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Landskrona,Östervångsplan 16,Landskrona,26144,0771-411411,,https://rydsbilglas.se//hitta-verkstad/landskrona/,landskrona@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,55.87779,12.85544,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Lidköping,Kinnegatan 19,Lidköping,53133,0510-24000,,https://rydsbilglas.se//hitta-verkstad/lidkoping/,lidkoping@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,58.50159,13.17371,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Linköping, Mjärdevi",Algolgatan 10,Linköping,58335,0771-411411,,https://rydsbilglas.se//hitta-verkstad/linkoping/linkoping-mjardevi/,linkoping.mjardevi@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,58.3918429,15.5478552,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Linköping, Tannefors","Gamla Tanneforsvägen 17C,",Linköping,58254,0771-411411,,https://rydsbilglas.se//hitta-verkstad/linkoping/linkoping-tannefors/,linkoping.tannefors@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,58.409056,15.645941,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Linköping, Tornby",Roxviksgatan 10,Linköping,58273,0771-411411,,https://rydsbilglas.se//hitta-verkstad/linkoping/linkoping-tornby/,linkoping.tornby@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade | Lantern polishing,58.4308,15.5958,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Ludvika,Glimmervägen 1,Ludvika,77141,0771-411411,,https://rydsbilglas.se//hitta-verkstad/ludvika/,ludvika@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,60.13453,15.15519,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Luleå, Spantgatan",Spantgatan 6,Luleå,97346,0771-411411,,https://rydsbilglas.se//hitta-verkstad/lulea/lulea-spantgatan/,lulea.spantgatan@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,65.60751,22.1217,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Luleå, Storheden",Betongvägen 16,Luleå,97345,0771-411411,,https://rydsbilglas.se//hitta-verkstad/lulea/lulea-storheden/,lulea.storheden@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,65.6152401,22.0496298,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Lund, Gastelyckan",Skiffervägen 19,Lund,22478,0771-411411,,https://rydsbilglas.se//hitta-verkstad/lund/lund-gastelyckan/,lund.gastelyckan@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,55.69362,13.21711,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Lund, Gunnesbo",Odlarevägen 3,Lund,22660,0771-411411,,https://rydsbilglas.se//hitta-verkstad/lund/lund-gunnesbo/,lund.gunnesbo@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,55.71978,13.16633,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Lycksele,Bångvägen 20,Lycksele,92132,0771-411411,,https://rydsbilglas.se//hitta-verkstad/lycksele/,lycksele@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,64.5969853,18.6681147,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Malmö, Arlöv",Strömgatan 7,Malmö,21225,0771-411411,,https://rydsbilglas.se//hitta-verkstad/malmo/malmo-arlov/,arlov@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade | SMART | Repair,55.6266983,13.058837,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Malmö, Fosie",Kantyxegatan 25F,Malmö,21376,0771-411411,,https://rydsbilglas.se//hitta-verkstad/malmo/malmo-fosie/,malmo.fosie@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,55.55635,13.04474,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Malmö, Heleneholm",Ystadvägen 17,Malmö,21430,0771-411411,,https://rydsbilglas.se//hitta-verkstad/malmo/malmo-heleneholm/,malmo.heleneholm@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,55582,13.0099,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Malmö, Limhamn",Limhamnsgårdens Allé 23B,Limhamn,21616,0771-411411,,https://rydsbilglas.se//hitta-verkstad/malmo/malmo-limhamn/,malmo.limhamn@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,55.57580,12.92961,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Malmö, Toftanäs",Topplocksgatan 15,Malmö,21241,0771-411411,,https://rydsbilglas.se//hitta-verkstad/malmo/malmo-toftanas/,malmo.toftanas@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,55.5961472,13.0942745,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Malmö, Värnhem",Zenithgatan 5,Malmö,21214,0771-411411,,https://rydsbilglas.se//hitta-verkstad/malmo/malmo-varnhem/,malmo.varnhem@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,55.60428,13.02564,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Mariestad,Storegårdsvägen 64,Mariestad,54235,0771-411411,,https://rydsbilglas.se//hitta-verkstad/mariestad/,mariestad@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,58.679833,13.813724,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Mora,Hindrikesvägen 12,FÄRNÄS,79275,0771-411411,,https://rydsbilglas.se//hitta-verkstad/mora/,mora@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,61.0084746,14.6186536,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Motala,Mineralvägen 20,Motala,59153,0771-411411,,https://rydsbilglas.se//hitta-verkstad/motala/,motala@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,58.5572269,15.0460744,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Norrköping, Butängen",Linnégatan 17,Norrköping,60223,0771-411411,,https://rydsbilglas.se//hitta-verkstad/norrkoping/norrkoping-butangen/,norrkoping.butangen@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade | Lantern polishing,58.6028,16.1853,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,"Norrköping, Risängen",Importgatan 18A,Norrköping,60228,0771-411411,,https://rydsbilglas.se//hitta-verkstad/norrkoping/norrkoping-risangen/,norrkoping.risangen@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade | Lantern polishing,58.58546,16.21984,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Norrtälje,Görlavägen 11B,Norrtälje,76141,0771-411411,,https://rydsbilglas.se//hitta-verkstad/norrtalje/,norrtalje@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,59.7387327,18.6913502,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Nyköping,Brukslagarvägen 9,Nyköping,61131,0771-411411,,https://rydsbilglas.se//hitta-verkstad/nykoping/,nykoping@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,58.7442,17.0053,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Nässjö,Bockänggatan 10 B,Nässjö,57138,0771-411411,,https://rydsbilglas.se//hitta-verkstad/nassjo/,nassjo@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,57.6479588,14.737106,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Olofstorp,Bergums Skårsväg 1,Olofstorp,42491,031-7020697,,https://rydsbilglas.se//hitta-verkstad/olofstorp/,olofstorp@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,57.803174264789114,12.1585686914253,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Oskarshamn,Södra Fabriksgatan 25,Oskarshamn,57236,771411411,,https://rydsbilglas.se//hitta-verkstad/oskarshamn/,oskarshamn@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade | Lantern polishing,57.252649,16.446376,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Piteå,Relägatan 4,Piteå,94147,0771-411411,,https://rydsbilglas.se//hitta-verkstad/pitea/,pitea@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,65.32063799754285,21.44728436993078,,https://rydsbilglas.se/
abc,SE,IAM Garage marketing system,CaryGroup,Ronneby,Viggenvägen 14,Ronneby,37291,0457-10179,,https://rydsbilglas.se//hitta-verkstad/ronneby/,ronneby@rydsbilglas.se,Car glass | Stone shooting | Route change | Wiper blade,56.231135,15.257441,,https://rydsbilglas.se/
