abc,country,target_groups,contracts,name,street,city,postal_code,phone,fax,web,email,services,latitude,longitude,garage_id,sources
abc,ESP,Direct Marketer,Würth,Center Hanko,Märsänkatu 2,Hanko,10960,0103084230,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1100.php,hanko@wurth.fi,You can find Elektron Electrical accessories at the Center,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Harjavalta,Asema-aukio 2,Harjavalta,29200,0103084010,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_964.php,harjavalta@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Heinola,Siltakatu 1,Heinola,18100,0103083240,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1071.php,heinola@wurth.fi,You can find Elektron Electrical accessories at the Center,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Helsinki, Herttoniemi",Sahaajankatu 40,Helsinki,00880,0103082530,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1093.php,helsinki.herttoniemi@wurth.fi,"Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Helsinki, Jätkäsaari",Laivapojanaukio 2,Helsinki,00180,0103082910,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1033.php,helsinki.jatkasaari@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Helsinki, Kamppi",Kansakoulukuja 3 A,Helsinki,00100,0103082570,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1096.php,helsinki.kamppi@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Helsinki, Konala",Ristipellontie 15,Helsinki,00390,0103082550,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1025.php,helsinki.konala@wurth.fi,"Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection | You can find Elektron Electrical accessories at the Center",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Helsinki, Kruunuvuorenranta",Saaristolaivastokatu 19,Helsinki,00590,0103082890,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_7232.php,helsinki.kruunuvuorenranta@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Helsinki, Merihaka",Haapaniemenkatu 7-9B,Helsinki,00530,0103082940,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_5696.php,helsinki.merihaka@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Helsinki, Oulunkylä",Isopellontie 5,Helsinki,00720,0103082780,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_6656.php,helsinki.oulunkyla@wurth.fi,"Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Helsinki, Pasila",Asemapäällikönkatu 7,Helsinki,00520,0103085290,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1099.php,helsinki.pasila@wurth.fi,"Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Helsinki, Postipuisto",Postintaival 11,Helsinki,00620,0103082930,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_3712.php,helsinki.postipuisto@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Helsinki, Sörnäinen",Panimokatu 1,Helsinki,00580,0103082590,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1102.php,helsinki.sornainen@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Helsinki, Tattariharju",Takoraudantie 1,Helsinki,00700,0103082900,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1082.php,helsinki.tattariharju@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Helsinki, Vallila",Mäkelänkatu 29,Helsinki,00550,0103082950,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_8192.php,helsinki.vallila@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Helsinki, Vuosaari",Rahtarinkatu 5,Helsinki,00980,0103082920,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1001.php,helsinki.vuosaari@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Hollola,Terveystie 18,Hollola,15860,0103083230,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1101.php,hollola@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Huittinen,Loimijoentie 54,Huittinen,32700,0103083040,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_965.php,huittinen@wurth.fi,Printing and naming services for work clothes | You can find Elektron Electrical accessories at the Center,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Hyvinkää, Koneenkatu",Koneenkatu 2,Hyvinkää,05830,0103082640,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1037.php,hyvinkaa@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Hyvinkää, Sillankorvankatu",Sillankorvankatu 11,Hyvinkää,05810,0103082750,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1048.php,hyvinkaa.sillankorvankatu@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Hämeenlinna, Hätilä",Keilakatu 1,Hämeenlinna,13210,0103083020,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1095.php,hameenlinna.hatila@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Hämeenlinna, Tiiriö",Kedontie 2,Hämeenlinna,13130,0103083000,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1012.php,hameenlinna@wurth.fi,"Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Iisalmi, Karjalankatu",Karjalankatu 43,Iisalmi,74120,0103083090,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_6272.php,iisalmi.karjalankatu@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Iisalmi, Kiviranta",Kivirannantie 7,Iisalmi,74130,0103085200,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1085.php,iisalmi.kiviranta@wurth.fi,"Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection | You can find Elektron Electrical accessories at the Center",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Ikaalinen,Kortteenkatu 1,Ikaalinen,39500,0103085960,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_3072.php,ikaalinen@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Imatra, Mansikkala",Sukkulakatu 22,Imatra,55120,0103085270,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1020.php,imatra.mansikkala@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Imatra, Vuoksenniska",Retikankuja 2,Imatra,55800,0103085300,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_993.php,imatra.vuoksenniska@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Ivalo,Ivalontie 11,Ivalo,99800,0103085760,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1216.php,ivalo@wurth.fi,Printing and naming services for work clothes | You can find Elektron Electrical accessories at the Center,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Joensuu, Kuurnankatu",Kuurnankatu 28,Joensuu,80130,0103085150,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1004.php,joensuu@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Joensuu, Teollisuuskatu",Teollisuuskatu 23,Joensuu,80100,0103085190,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1063.php,joensuu.teollisuuskatu@wurth.fi,"24/7 Center, available for contract customers 24 hours a day, every day of the year | Center specializes in hydraulics, hoses and connectors | Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Joensuu, Uimaharju",Honkajoentie 1,Joensuu,81280,0408304725,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_4160.php,joensuu.uimaharju@wurth.fi,"Also operates as a WüCON self-service store. For those with a WüCON user agreement, access 24/7, also on weekends",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Jyväskylä Seppälänkangas,Vahtituvantie 1,Jyväskylä,40320,0103085170,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_8384.php,jyvaskyla.seppalankangas@wurth.fi,"Center specializes in hydraulics, hoses and connectors | Safety@Work Center, inspection services for fall protection",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Jyväskylä, Alasinkatu",Alasinkatu 11,Jyväskylä,40320,0103083170,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_973.php,jyvaskyla@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Jyväskylä, Savela",Savelankatu 1,Jyväskylä,40700,0103083160,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1005.php,jyvaskyla.savela@wurth.fi,Printing and naming services for work clothes | You can find Elektron Electrical accessories at the Center,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Jämsä,Autokuja 1,Jämsä,42100,0103083180,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1009.php,jamsa@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Järvenpää,Yrittäjänkatu 5,Järvenpää,04440,0103082650,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1088.php,jarvenpaa@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Järvenpää, Boogie",Diggarinkatu 4,Järvenpää,04420,0103082770,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_3200.php,jarvenpaa.boogie@wurth.fi,"Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection | You can find Elektron Electrical accessories at the Center",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kaarina,Hallimestarinkatu 12,Kaarina,20780,0103084030,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1105.php,kaarina@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kajaani,Lankkukuja 1,Kajaani,87400,0103085800,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_991.php,kajaani@wurth.fi,"Center specializes in hydraulics, hoses and connectors | Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection | You can find Elektron Electrical accessories at the Center",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Tehdaskatu 15,Otsoni 6 C 9,Kajaani,87100,0103085810,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_3328.php,kajaani.renfors@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kalajoki,Ymmyrkäisentie 14,Kalajoki,85100,0103084040,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1079.php,kalajoki@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kangasala,Lentolantie 35,Kangasala,36220,0103083390,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1068.php,kangasala@wurth.fi,"Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kankaanpää,Keskuskatu 3,Kankaanpää,38700,0103084050,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_975.php,kankaanpaa@wurth.fi,Printing and naming services for work clothes | You can find Elektron Electrical accessories at the Center,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Karhula,Tikankatu 14,Kotka,48600,0103083250,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1073.php,karhula@wurth.fi,"Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Karjaa,Ensikuja 3,Karjaa,10300,0103085050,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_3648.php,karjaa@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Karkkila,Yrittäjäntie 50,Karkkila,03600,0103082670,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1094.php,karkkila@wurth.fi,You can find Elektron Electrical accessories at the Center,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kauhajoki,Topeeka 68,Kauhajoki,61800,0103084060,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_986.php,kauhajoki@wurth.fi,Printing and naming services for work clothes | You can find Elektron Electrical accessories at the Center,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kausala,Hallitie 2,Kausala,47400,0103085330,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_8256.php,kausala@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kemi,Karjalahdenkatu 3,Kemi,94600,0103085840,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1013.php,kemi@wurth.fi,"Center specializes in hydraulics, hoses and connectors | Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection | You can find Elektron Electrical accessories at the Center",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kemijärvi,Rovaniementie 6,Kemijärvi,98100,0103085850,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1038.php,kemijarvi@wurth.fi,"Center specializes in hydraulics, hoses and connectors | Printing and naming services for work clothes | You can find Elektron Electrical accessories at the Center",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Keminmaa,Valiontie 1,Keminmaa,94450,0103085030,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_8768.php,keminmaa@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kempele,Zatelliitintie 17 A,Kempele,90440,0103085940,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1280.php,kempele@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kerava,Jäspilänkatu 18,Kerava,04250,0103082660,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1059.php,kerava@wurth.fi,"Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Keuruu,Jyväskyläntie 5,Keuruu,42700,0103083350,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_962.php,keuruu@wurth.fi,"Center specializes in hydraulics, hoses and connectors | Printing and naming services for work clothes | You can find Elektron Electrical accessories at the Center",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kirkkonummi,Asentajantie 1,Kirkkonummi,02400,0103082580,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_2688.php,kirkkonummi@wurth.fi,"Safety@Work Center, inspection services for fall protection",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kitee,Kiteentie 46 B,Kitee,82500,0103083879,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_4928.php,kitee@wurth.fi,"Printing and naming services for work clothes | Also operates as a WüCON self-service store. For those with a WüCON user agreement, access 24/7, also on weekends",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kittilä,Valtatie 43,Kittilä,99100,0103085860,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_990.php,kittila@wurth.fi,"Center specializes in hydraulics, hoses and connectors | Printing and naming services for work clothes | You can find Elektron Electrical accessories at the Center",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Klaukkala,Klaukkalantie 48 A,Klaukkala,01800,0103082790,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_7936.php,klaukkala@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Kokkola, Heinola",Heinolankaari 8,Kokkola,67600,0103084090,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1051.php,kokkola.heinola@wurth.fi,"Safety@Work Center, inspection services for fall protection",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Kokkola, Mesilä",Patamäentie 1,Kokkola,67100,0103083380,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1010.php,kokkola.mesila@wurth.fi,Printing and naming services for work clothes | You can find Elektron Electrical accessories at the Center,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kolari,Paloasemantie 2,Kolari,95900,0103085980,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1056.php,kolari@wurth.fi,"Center specializes in hydraulics, hoses and connectors | Printing and naming services for work clothes | You can find Elektron Electrical accessories at the Center",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kotka,Jylpyntie 26,Kotka,48230,0103085400,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1098.php,kotka@wurth.fi,"Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Kotka, Mussalo",Kotolahdentie 24,Kotka,48310,0103085390,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_5440.php,kotka.mussalo@wurth.fi,"Center specializes in hydraulics, hoses and connectors | Printing and naming services for work clothes",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Kouvola, Alakyläntie",Alakyläntie 2,Kouvola,45130,0103085250,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1104.php,kouvola@wurth.fi,"Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Kouvola, Katajaharju",Katajaharjuntie 1,Kouvola,45720,0103085240,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_979.php,kouvola.katajaharju@wurth.fi,"Center specializes in hydraulics, hoses and connectors | Printing and naming services for work clothes",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kuhmo,Pajukuja 2,Kuhmo,88900,0103085320,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_6848.php,kuhmo@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Kulloo, Sköldvik",Nybyntie 2,Kulloo,06850,0103082720,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1023.php,kulloo@wurth.fi,"Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection | You can find Elektron Electrical accessories at the Center",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Kuopio, Haapaniemi",Teollisuuskatu 1,Kuopio,70620,0103085100,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1061.php,kuopio.haapaniemi@wurth.fi,"Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Kuopio, Pitkälahti",Vitostie 1771,Kuopio,70800,0103085140,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1065.php,kuopio.pitkalahti@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Kuopio, Volttikatu",Volttikatu 5,Kuopio,70700,0103085120,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1039.php,kuopio@wurth.fi,"Center specializes in hydraulics, hoses and connectors | You can find Elektron Electrical accessories at the Center",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kurikka,Markkihaka 3,Kurikka,61300,0103083290,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_6400.php,kurikka@wurth.fi,"Center specializes in hydraulics, hoses and connectors | Printing and naming services for work clothes",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Kuusamo,Torangintaival 2 A,Kuusamo,93600,0103084080,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1097.php,kuusamo@wurth.fi,"Center specializes in hydraulics, hoses and connectors | Printing and naming services for work clothes | You can find Elektron Electrical accessories at the Center",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Lahti, Kivistönmäki",Lahdenkatu 55,Lahti,15210,0103083140,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_972.php,lahti.kivisto@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Lahti, Renkomäki",Laatukatu 17,Lahti,15680,0103083120,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1072.php,lahti.renkomaki@wurth.fi,"Center specializes in hydraulics, hoses and connectors | Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,"Center Lahti, Saksala",Hakakatu 1,Lahti,15520,0103083150,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_2624.php,lahti.saksala@wurth.fi,,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Laitila,Ilomäentie 7,Laitila,23800,0103084100,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_992.php,laitila@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Lappeenranta,Myllymäenkatu 16,Lappeenranta,53550,0103085350,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1058.php,lappeenranta@wurth.fi,"Center specializes in hydraulics, hoses and connectors | Printing and naming services for work clothes | Safety@Work Center, inspection services for fall protection | You can find Elektron Electrical accessories at the Center",,,,https://www.wurth.fi/
abc,ESP,Direct Marketer,Würth,Center Lapua,Kelikontie 1,Lapua,62100,0103085280,,https://www.wurth.fi/fi/wurth_fi/center/wuerth_centerit/nl_detail_1_1045.php,lapua@wurth.fi,Printing and naming services for work clothes,,,,https://www.wurth.fi/
